ID,Name,Email,Age,JoinDate,Salary,Department,Remarks
5307,Craig Leon,oellis@mason.net,24.0,2024-12-22,95437.09,HR,
5308,Joshua Taylor,njohnson@carter.net,67.0,2021-08-19,94707.66,Finance,Good
5309,Paul Grant,emilyjenkins@gmail.com,28.0,2023-01-22,114426.26,Sales,
5310,Bailey Morales,randolpherin@johnston-campbell.info,69.0,2023-06-18,73408.13,Engineering,
5311,Ronald Robinson,bryantnathaniel@lee.com,21.0,2021-01-16,41378.57,HR,Poor
5312,Michael Gutierrez,jeffreyjohnson@smith.com,67.0,2020-10-14,106419.42,HR,Average
5313,Debbie Davis,thomas80@hudson.com,64.0,2022-07-19,42938.32,HR,
5314,Natalie Wilkins,johnfigueroa@gmail.com,28.0,2023-04-15,82345.92,Finance,Average
5315,Heather Woodward,aaron02@bryan.org,66.0,2021-10-11,57034.69,HR,Average
5316,Nicholas Gonzalez,umathis@hotmail.com,69.0,2021-08-01,105235.7,Finance,
5317,Raymond Ferguson,gallagherkevin@garcia.com,46.0,2025-02-07,90289.75,,Good
5318,Valerie Martinez,keithwang@zimmerman.com,41.0,2024-06-28,95303.13,Sales,
5319,Mia Black,silvachristina@kennedy.com,27.0,2023-05-02,45706.79,Finance,
5320,Darlene Aguilar,hflores@yahoo.com,38.0,2023-04-10,114603.06,HR,
5321,Crystal Greene,frazierlori@hotmail.com,22.0,2024-06-20,108684.5,Sales,Poor
5322,Michelle Morrison,unknown,34.0,2022-09-14,34468.6,,
5323,Courtney Ashley,john67@moreno.com,69.0,2021-12-02,76061.33,,Good
5324,Lindsay Berry,stacy57@yahoo.com,48.0,2022-03-11,117749.55,Sales,
5325,Jacob Zuniga,wardjacob@gmail.com,70.0,2021-12-17,88048.32,,
5326,Michael Hopkins,sydney20@walls.com,27.0,2023-02-05,110940.25,Engineering,Good
5327,Danielle Williams DVM,weaverchristopher@lawson.com,70.0,2020-08-26,48801.23,,Poor
5328,Kimberly Leonard DVM,nixonstuart@chung.com,70.0,2020-10-23,99174.28,Engineering,Average
5329,Valerie Crosby,robertsonrebecca@gmail.com,69.0,2023-11-21,69630.82,HR,
5330,Thomas Williams,lesarah@gutierrez-clark.com,55.0,2020-11-03,119159.06,,
5331,Michael Dixon,ihenderson@wood.biz,57.0,2022-03-06,80280.26,Finance,Average
5332,Maria Mccall,angelaforbes@yahoo.com,47.0,2024-07-23,105470.03,Engineering,Poor
5333,Jonathan Russell,ronald08@gmail.com,61.0,2023-11-12,78652.55,Sales,
5334,Adam Sloan,randy27@hill-rodriguez.com,58.0,2024-01-30,36582.07,Sales,
5335,Victoria Pugh,hsawyer@hotmail.com,63.0,2021-11-02,80803.61,HR,
5336,Angela Davis,jasonhernandez@yahoo.com,23.0,2020-12-07,,Engineering,Poor
5337,Andrew Banks,imichael@nguyen.biz,30.0,2020-11-16,89022.51,Finance,Average
5338,Mr. Jeffrey Howard,williamscynthia@hotmail.com,45.0,2023-12-08,119178.46,,Good
5339,Amber Wright,mbailey@yahoo.com,55.0,2021-04-13,88134.2,Sales,
5340,Jonathan Rocha,smartin@hotmail.com,26.0,2024-01-26,69861.44,Sales,
5341,Theresa Moreno,bradkramer@garner-farmer.com,69.0,2024-05-23,87340.35,Finance,Average
5342,Michael Shaw,petersjeffrey@yahoo.com,48.0,2022-10-11,101017.0,,Good
5343,Mary Baird,julie17@gmail.com,29.0,2022-05-23,48867.37,HR,Good
5344,Scott Austin,smithmelinda@gmail.com,48.0,2023-03-20,,Sales,Poor
5345,Dalton Wagner MD,nguyenerin@phillips-hernandez.info,66.0,2021-05-09,75995.8,Sales,
5346,David Sanders,adamschristian@chambers.info,48.0,2021-01-25,,,Average
5347,Joseph Atkins,ojones@yahoo.com,64.0,2024-06-13,119435.81,Engineering,Average
5348,Chelsea Logan,woodelijah@yahoo.com,59.0,2023-03-06,35493.36,Finance,
5349,Mr. Daniel Hunt,lauranielsen@hotmail.com,52.0,2023-11-12,43319.19,Engineering,
5350,Jessica Lewis,hnielsen@ortega.biz,65.0,2022-05-30,47772.44,,
5351,Randy Ford,cheyenne11@yahoo.com,25.0,2024-12-12,88666.38,Sales,
5352,Terry Mcdonald,howarddavid@gallagher.com,47.0,2025-01-13,68971.26,Sales,Average
5353,Christina Miller,fjones@parker.com,20.0,2022-08-23,101719.78,Sales,Good
5354,Ronald Warren,liudawn@miller-preston.org,56.0,2022-02-22,60495.46,,
5355,Tammy Cook,zadams@gmail.com,62.0,2023-10-08,115427.96,,
5356,Catherine Miller,jerryfernandez@gmail.com,22.0,2023-05-09,,HR,Average
5357,Michelle Harmon,atkinsonjames@gmail.com,36.0,2022-08-11,64892.03,,
5358,Anna Stephens,denisesnyder@yahoo.com,22.0,2022-02-04,67041.11,Engineering,Good
5359,Deborah Herring,hburke@holmes.com,53.0,2021-11-27,87493.83,HR,Average
5360,Rhonda Wilson,qestrada@clark.com,67.0,2024-10-14,110076.05,,Average
5361,Kenneth Rice,sjoseph@hotmail.com,28.0,2022-01-17,51630.94,Engineering,Average
5362,Samantha Woodward,tony36@yahoo.com,53.0,2024-09-22,34859.53,Finance,Poor
5363,Amber Kennedy,grossjesus@yahoo.com,35.0,2020-09-10,48742.69,Engineering,Poor
5364,Kristen Medina,robertjennings@hotmail.com,23.0,2024-12-07,95484.75,Sales,Poor
5365,Mr. Daniel Warren,wendydonaldson@gmail.com,67.0,2024-02-21,33900.66,HR,
5366,Natalie Hurley,arthur34@gmail.com,31.0,2024-09-06,42804.07,Finance,
5367,Angela Arnold,morganjose@fitzpatrick.com,33.0,2025-04-09,37510.88,HR,Good
5368,Miss Emily Rosales,amanda86@perez.com,27.0,2021-01-25,109183.7,HR,Poor
5369,Jennifer Roman,amy71@yahoo.com,29.0,2023-11-23,93715.81,HR,Good
5370,John Bernard,robinsonadrienne@gmail.com,34.0,2024-11-21,42039.99,HR,
5371,Angela Mitchell,hartmankatherine@shelton.biz,30.0,2023-10-13,110435.57,Engineering,Good
5372,Nathan Wilson,elliottrebecca@palmer-romero.com,67.0,2021-08-16,75509.17,HR,Good
5373,James Wallace,wwade@hotmail.com,20.0,2021-01-28,114443.87,Finance,
5374,Scott Klein,suttonnancy@manning.biz,62.0,2022-03-06,84764.15,,Average
5375,Jennifer Johnson,chad73@haney.com,37.0,2022-10-03,57743.13,HR,Average
5376,Rebecca Tucker,obryan@gmail.com,33.0,2024-10-31,86622.58,Sales,
5377,James Jones,awilliams@hotmail.com,31.0,2021-12-25,70218.28,,
5378,Derrick Beck,kayla61@bell.com,26.0,2023-07-24,94836.92,Sales,Average
5379,Lori Kelley,michael00@dalton.org,40.0,2021-10-07,61466.45,HR,Poor
5380,Dominique Nguyen,nicholasmcmahon@reed.com,70.0,2020-11-15,63129.1,Engineering,Good
5381,Ms. Michelle Boone,sarah56@peters.com,70.0,2022-12-26,44046.41,Finance,Good
5382,Andrew Burton,ibarracody@gmail.com,68.0,2025-02-04,49117.7,Sales,Poor
5383,Kimberly White,kevinadkins@yahoo.com,55.0,2021-03-02,64403.98,Sales,
5384,Brian Duffy,mcook@yahoo.com,61.0,2021-12-11,100122.69,HR,
5385,Mrs. Christine Hebert,mistybennett@hotmail.com,64.0,2022-05-13,69178.13,Finance,Poor
5386,Sara Figueroa,wnewton@gmail.com,68.0,2022-07-17,59529.16,,
5387,Michael Hancock,daniel31@greer.com,69.0,2025-05-23,106686.33,,Good
5388,Angela Johnson,agonzalez@gmail.com,26.0,2025-02-28,113070.05,Finance,Average
5389,Kelsey Bowers,nicholasbowers@russell-henson.com,62.0,2022-06-09,112473.21,,Poor
5390,Julie Spencer,matthewkirk@wiley-farley.com,21.0,2024-06-29,42887.5,Sales,Average
5391,Jeremy Moran,brianhall@clark.biz,30.0,2022-08-09,82324.53,,
5392,Martha George,amberphillips@yahoo.com,67.0,2025-03-25,52598.29,,Poor
5393,Heather Downs,marcusjones@bradley.com,34.0,2025-02-17,113695.9,Finance,Good
5394,Patrick Hickman,ryan91@drake.com,24.0,2023-08-03,,HR,
5395,Sherry Rosales,monique68@yahoo.com,36.0,2022-03-24,110089.27,Sales,
5396,Jeffrey Kelly,xcox@harris.com,31.0,2022-06-21,77210.53,Engineering,
5397,Frederick Torres,willie37@brown-ortiz.biz,45.0,2025-04-08,115389.84,HR,
5398,Brenda Alexander,alexander44@hotmail.com,54.0,2022-04-02,76466.12,,
5399,Luis Morrison,william17@hotmail.com,63.0,2022-07-26,73772.69,HR,
5400,Christy Rich,murphystephanie@hotmail.com,30.0,2021-10-13,59197.25,HR,Average
5401,Kenneth Montes,kaitlynmiller@larson-williams.com,48.0,2024-06-08,58146.53,HR,Average
5402,Robyn Maxwell,hillrachel@chung.com,41.0,2024-01-05,37922.91,HR,Poor
5403,Julie Wilson,obrooks@gmail.com,35.0,2023-01-01,34059.16,Sales,
5404,Kimberly Jensen,lauralopez@yahoo.com,34.0,2022-08-31,,Engineering,Good
5405,Nathan Cummings,kristinmayo@gmail.com,70.0,2023-03-25,98031.64,Finance,Poor
5406,Christopher Morgan,jamesapril@yahoo.com,60.0,2021-12-01,119113.99,HR,Good
5407,Stephen Long,richardsrebecca@yahoo.com,55.0,2022-07-11,56092.65,Sales,
5408,Joshua Johnson,fvelazquez@hotmail.com,46.0,2023-02-07,,Engineering,
5409,Ellen Fox,natalie23@house-garcia.com,33.0,2023-12-17,35572.91,Sales,
5410,Gary Martinez,marc56@gmail.com,49.0,2021-03-17,77160.92,Engineering,Poor
5411,Mark Riddle,vlam@nelson.com,61.0,2024-07-25,40227.18,Finance,Poor
5412,Ian Morgan,sabrinaarnold@montgomery.com,47.0,2022-03-28,96052.18,Sales,
5413,Charles Flores,jmiller@gmail.com,70.0,2021-05-04,80930.34,Finance,Average
5414,Roberta Jones,neallori@davis.com,58.0,2024-12-16,47142.94,Sales,Average
5415,Andrea Nguyen,griffithchad@gmail.com,42.0,2023-08-16,76651.76,Finance,Poor
5416,Becky Gardner,morrisnancy@wilson.info,55.0,2023-09-21,104040.02,Engineering,Average
5417,Deanna Stone,nsmith@ortega.info,42.0,2020-07-19,39631.47,Engineering,Average
5418,Lori Chavez,lisaperry@mitchell.org,31.0,2024-10-09,71975.91,Finance,Good
5419,Theresa Lewis,zacharyramirez@wagner-anderson.com,62.0,2021-08-31,75316.91,Engineering,
5420,Yolanda Barnes,wjohnson@gmail.com,38.0,2021-09-18,87522.85,,Poor
5421,Jessica Waller,qjones@dougherty-luna.net,24.0,2023-09-27,117856.38,,Good
5422,Alexandria White,roberthogan@jenkins.com,47.0,2021-07-31,70669.01,,Good
5423,Jacob Smith,scott22@gmail.com,50.0,2020-11-02,75274.01,Sales,
5424,Christopher Macdonald,iperkins@yahoo.com,26.0,2024-07-28,106596.65,,
5425,,mikerichards@bailey.com,36.0,2023-05-18,61226.14,Finance,Poor
5426,Randall Pollard,rsanders@lindsey.com,36.0,2021-01-29,32071.08,Engineering,Poor
5427,Mr. Kelly Phillips,natalie02@franklin.biz,37.0,2023-05-21,83505.11,Sales,Average
5428,Victoria Harrell,thorntonkendra@hotmail.com,55.0,2023-06-10,111232.21,Finance,
5429,Ashley Cain,epierce@gmail.com,35.0,2021-07-23,69602.69,,Good
5430,Cheryl Ritter,twhite@gmail.com,58.0,2024-08-23,113498.09,HR,Average
5431,Thomas Edwards,bowenbrett@anderson-reyes.net,24.0,2022-12-07,80611.63,Engineering,
5432,Brian Sanchez,walkerwilliam@jackson-gardner.com,65.0,2021-08-10,,HR,Average
5433,Christopher Bauer,sconrad@collins.com,65.0,2024-08-10,96503.46,Sales,Average
5434,Joyce Ortiz,uedwards@forbes-bell.com,39.0,2022-08-31,110219.87,Finance,
5435,Jennifer Davis,benjamin95@mclaughlin-young.net,67.0,2022-10-19,67290.01,HR,
5436,Andrew Burns,william21@rios-myers.info,34.0,2022-05-06,91947.33,Finance,
5437,Jessica Gomez,danielle07@mcmillan.com,63.0,2022-08-04,105057.89,,Good
5438,Heather Guzman,jessemartin@yahoo.com,36.0,2021-03-23,97905.77,,
5439,Cory Cameron,jford@murray-sanchez.biz,32.0,2021-12-18,66595.22,HR,Good
5440,David Parker,petergallagher@jones.com,69.0,2025-05-17,46118.45,,
5441,John Webb,qevans@gmail.com,27.0,2021-10-19,103028.36,,Good
5442,Charles Wong,cruzsamantha@murray.info,,2020-08-07,63724.0,Finance,
5443,,brownthomas@hotmail.com,48.0,2022-11-25,88878.1,HR,
5444,Olivia York,patrick68@yahoo.com,45.0,2023-10-27,63647.49,Finance,Poor
5445,Tracy Powell,ulewis@leach.info,38.0,2023-07-28,69166.49,HR,Poor
5446,Tara Hernandez,lee08@clark.com,44.0,2024-11-24,114754.16,Engineering,
5447,William Collins,christian54@miller.com,53.0,2022-01-07,94991.6,Finance,Average
5448,Melissa Hunt,rebeccahammond@yahoo.com,50.0,2021-11-19,84737.36,Sales,Poor
5449,Oscar Carney,yrush@holland.com,24.0,2024-11-02,50475.03,Sales,
5450,John Washington,jenniferreilly@solis-patel.com,60.0,2023-04-09,97638.8,Finance,Good
5451,Albert Carlson,smithelizabeth@solis.org,38.0,2024-08-22,74541.83,Finance,Average
5452,Stacey Rice,johnjohnson@reyes-robinson.com,35.0,2024-04-03,67248.68,Sales,Good
5453,Felicia Hernandez DDS,austinangelica@walker.com,60.0,2021-12-23,55238.75,Finance,Good
5454,Jessica Bell,jeffrey93@gmail.com,70.0,2023-12-04,46031.47,Finance,Good
5455,Chase Anderson,casey25@harris.net,54.0,2021-11-29,33947.04,HR,Poor
5456,Joseph Donovan,garciaadrian@gmail.com,44.0,2022-11-18,72146.3,Engineering,
5457,Angela Young,wdominguez@yahoo.com,20.0,2021-11-14,63744.93,HR,
5458,Jennifer Brown,ryan31@montgomery.com,41.0,2021-05-07,35234.83,Finance,Poor
5459,Devin Willis,donald36@robinson.net,26.0,2023-01-16,69551.91,HR,
5460,Rachael Lee,hannah01@shepherd.com,38.0,2024-12-21,115132.94,,Good
5461,Mr. Geoffrey Phillips MD,luke10@armstrong-hunter.com,38.0,2023-05-19,103875.58,Finance,
5462,Angela Taylor,kimberly43@edwards.net,20.0,2024-08-11,77866.96,Finance,Average
5463,Tina Ford,dawn74@gmail.com,36.0,2023-10-02,113557.8,Finance,Average
5464,Joseph Brown,nchase@yahoo.com,40.0,2021-08-15,111767.51,Sales,
5465,Sherry Thomas,charles68@gmail.com,70.0,2022-07-16,97690.23,,Poor
5466,Karen Erickson,anthonycarpenter@stephens.com,23.0,2024-12-11,106072.94,,
5467,Donna Cardenas,parkerjames@krause.net,57.0,2023-07-17,110055.19,,
5468,Jesse Hopkins DDS,davidsonmichael@hotmail.com,54.0,2022-01-28,99458.98,Sales,
5469,Nathan Howard,whitakersamuel@yahoo.com,55.0,2023-07-11,110235.66,,Good
5470,Brandon Bird,watkinshannah@nicholson.com,37.0,2021-05-15,104647.04,HR,Poor
5471,Angela Palmer,smaldonado@gmail.com,68.0,2024-02-29,100497.57,HR,
5472,Rebecca Murphy,larmstrong@yahoo.com,18.0,2022-02-02,51639.56,Finance,
5473,Stacy Garcia PhD,samanthamurillo@hotmail.com,68.0,2020-10-22,69407.9,Sales,Poor
5474,Mark Wood,christinebarker@gmail.com,40.0,2024-10-28,94487.75,Finance,Average
5475,Daryl Wilson,daniel63@gmail.com,35.0,2022-12-15,34193.42,Sales,Poor
5476,Jacob Richards,martinmichael@gonzalez.net,66.0,2020-11-18,99036.22,,Poor
5477,Joan Gonzalez,bowendavid@yahoo.com,36.0,2021-05-31,68061.16,Sales,
5478,Albert Meyers,jamesking@gmail.com,44.0,2022-01-05,116621.53,Engineering,Poor
5479,Randy Brown,cpotter@gmail.com,20.0,2020-10-10,62281.85,,
5480,David Johnson,walshbrianna@crosby-johnston.com,50.0,2021-06-19,49084.65,,Good
5481,Susan Wade,jimenezsamuel@gmail.com,34.0,2022-12-17,51687.4,Sales,Good
5482,Ashley Bridges,xjones@bryant-floyd.com,58.0,2021-08-06,103232.98,Engineering,
5483,Brandon Christensen,spaul@yahoo.com,53.0,2024-11-28,104055.62,Sales,
5484,Beth Vaughan,benjamin95@finley-kelly.com,26.0,2023-03-31,113104.76,Engineering,Poor
5485,Rebecca Golden,heatherlynn@yahoo.com,66.0,2023-08-21,75489.19,,Poor
5486,,jrojas@hotmail.com,36.0,2020-10-03,108516.59,HR,
5487,Kevin Lloyd,elaine13@brooks.com,43.0,2021-09-18,77518.68,HR,Average
5488,Ashley Johnson,nancystephens@gaines.net,62.0,2025-06-02,52516.86,,
5489,Bryan Rubio,anna53@gmail.com,26.0,2022-08-02,87572.3,Engineering,Poor
5490,Margaret Meadows,vhall@gmail.com,27.0,2022-07-17,85212.91,,Good
5491,Brian Hubbard,martinmargaret@yahoo.com,69.0,2024-06-28,43460.93,,Average
5492,Jodi Schultz,jeremiah29@cook.com,52.0,2022-01-21,39842.03,,Poor
5493,Shawn Willis,igray@rangel-robinson.com,25.0,2023-10-04,37610.52,Sales,Poor
5494,Mrs. Courtney Curtis,rodriguezdeborah@gmail.com,47.0,2022-04-26,74675.67,Sales,Good
5495,Brandon Benitez,kurt03@hotmail.com,20.0,2023-02-24,112349.39,Sales,Average
5496,Brian Spencer,gloria55@hotmail.com,32.0,2023-10-11,,Sales,
5497,Richard Miller,simpsonangela@yahoo.com,62.0,2023-11-20,35445.62,,
5498,Brenda Avery,kathleen17@perez-romero.net,69.0,2021-02-19,33453.19,,Poor
5499,Michael Mcclain,morganchristopher@hotmail.com,29.0,2020-08-18,98441.23,Finance,Good
5500,Robert Miller,laurie59@clark.net,26.0,2022-06-16,34612.17,,Poor
5501,Deborah Miller,medinanicole@yahoo.com,57.0,2020-09-29,108048.16,Finance,
5502,Jamie Leon,michaelmorgan@baxter.com,20.0,2020-09-11,115491.06,Finance,Poor
5503,Anthony Wilson,spencerderek@hotmail.com,29.0,2021-07-16,44221.81,HR,
5504,Kimberly Collins,sara71@stevens.info,55.0,2022-02-15,87352.79,Finance,
5505,Elizabeth Tran,davidconway@hotmail.com,60.0,2023-12-24,45642.23,Finance,Poor
5506,Sean Greer,nhubbard@gonzalez.com,32.0,2021-09-18,36062.51,Finance,Poor
5507,Kelsey Scott,thomas53@gmail.com,38.0,2022-05-05,117539.84,Engineering,Good
5508,Michael Freeman,heathermora@hanson-webster.com,43.0,2024-06-15,32248.29,Finance,
5509,Lisa Duke,ashley51@gmail.com,66.0,2025-03-20,92928.74,Finance,Good
5510,David Stevenson,elizabeth64@wilkins-peters.biz,47.0,2021-01-23,98949.15,,Good
5511,Sean Diaz,william41@brown.com,24.0,2022-01-23,113135.29,Sales,
5512,Misty Hurst,ruth65@newman-werner.com,65.0,2024-05-31,92037.47,Finance,Good
5513,Daniel Hall,frios@martin.org,19.0,2024-07-18,94706.2,HR,Average
5514,Gary Morton,harrissusan@mcmillan.com,59.0,2025-01-22,99462.44,Finance,
5515,Amanda Koch,roy59@yahoo.com,50.0,2021-09-06,32132.87,HR,Average
5516,Brandon Ho,uwatts@johnson.com,24.0,2024-03-11,34022.99,Finance,Poor
5517,Jeremy Hunter,andre44@harmon-frost.org,50.0,2025-06-12,,Finance,Average
5518,Robert Harris,kathleenlester@hotmail.com,19.0,2025-02-25,101132.18,,Poor
5519,Donald Green,fvaldez@yahoo.com,42.0,2021-01-06,52898.34,,
5520,Katherine Marshall,cookjessica@yahoo.com,37.0,2022-02-04,66310.29,Engineering,Poor
5521,,byrdjordan@hotmail.com,64.0,2023-08-11,,,Poor
5522,Michael Ramirez,carrie25@gmail.com,18.0,2021-04-30,54656.89,Engineering,
5523,Russell Larsen,smithshannon@gmail.com,57.0,2023-08-04,113856.18,Engineering,Good
5524,Danielle Richmond,joshua12@gmail.com,41.0,2024-12-20,74717.87,HR,
5525,Walter Peterson,zstewart@harris.com,25.0,2021-01-06,73293.41,Sales,Average
5526,Jennifer Lopez,palmercynthia@gmail.com,48.0,2025-05-14,69383.19,Engineering,
5527,Elizabeth Gomez,hannahmoore@yahoo.com,20.0,2021-06-20,81969.25,Engineering,
5528,Stacie Morris,cervantesjason@morgan.com,46.0,2022-07-04,38032.35,Sales,
5529,Andrew Carter,conradpatrick@gmail.com,60.0,2024-03-10,57363.47,HR,
5530,Gina Palmer,mchung@johnson.com,45.0,2021-03-17,119532.79,,Average
5531,Jack Roach,johnsonjohn@gmail.com,48.0,2023-07-16,79914.66,,Poor
5532,Sara Sanders,qwilliams@brown.com,57.0,2023-10-25,117836.4,HR,
5533,Alicia Smith MD,elizabethmoore@hotmail.com,33.0,2020-08-30,72316.37,Sales,
5534,Mr. Charles Green MD,carriekidd@carney-snyder.com,48.0,2022-04-09,35301.44,,Good
5535,Karen Hall,kevinbartlett@gmail.com,60.0,2023-11-27,82731.59,Finance,Average
5536,Catherine Hicks,cbaker@robinson-mccarty.biz,29.0,2020-09-12,94101.53,,Poor
5537,John Moore,brittanymason@sherman-mercado.com,62.0,2022-01-03,105691.84,,Poor
5538,Timothy Flynn,martinezjustin@jackson.com,32.0,2022-08-30,64897.76,Finance,Good
5539,Robert Brown,kristi92@stanley-green.com,48.0,2022-02-13,106827.33,Engineering,
5540,Aaron Haley,jondickerson@michael-edwards.com,51.0,2021-05-08,36364.04,HR,Good
5541,Samuel Townsend DVM,michelle28@gmail.com,51.0,2021-01-16,51553.21,Sales,Average
5542,Natasha Perez,qking@hotmail.com,37.0,2023-03-28,73316.95,Sales,Average
5543,Rebecca Johnson,brandon20@hotmail.com,27.0,2020-11-30,73303.64,Sales,
5544,Jessica Peterson,johnsonthomas@yahoo.com,24.0,2024-01-30,70841.83,,Good
5545,Warren Williams,marcus08@yahoo.com,69.0,2022-02-20,32185.47,,
5546,Bryan Parrish,monique04@oneill-clark.com,53.0,2021-03-18,34053.09,,Average
5547,James Anderson,susanwood@yahoo.com,26.0,2023-06-28,31058.42,HR,Average
5548,Manuel Aguilar,jack29@hotmail.com,43.0,2023-02-05,49374.01,Sales,Good
5549,Judy Armstrong,davidsawyer@singleton.biz,21.0,2022-08-01,85043.32,HR,Average
5550,James Robertson,lsmith@sanchez.com,41.0,2021-11-10,,Engineering,Poor
5551,Stephanie Rios,brian77@martin.com,65.0,2022-06-06,55806.18,HR,Average
5552,Kyle Scott,pzuniga@gmail.com,,2025-06-06,78664.82,Sales,Poor
5553,Alexander Bridges,fnorris@mitchell-brown.com,58.0,2020-11-30,78446.3,,Good
5554,Mary Martinez,potterelizabeth@hotmail.com,55.0,2024-02-12,37149.45,Finance,
5555,Charles Horton,wjames@yahoo.com,22.0,2025-05-21,90673.91,Engineering,Good
5556,Matthew Flores,sarahrodriguez@torres-stevenson.com,29.0,2023-06-14,46011.36,Engineering,Average
5557,Lisa Anderson,nortontanya@hotmail.com,44.0,2023-06-09,82119.0,Finance,Good
5558,Timothy Hall,kristinalewis@hotmail.com,36.0,2021-10-02,81093.27,Finance,
5559,Jessica Wood,carl79@carr.net,19.0,2024-09-16,101371.34,Finance,Average
5560,Derrick Watson,rhodesgarrett@skinner.com,49.0,2025-03-05,,Engineering,Good
5561,Andrew Davis,richardsonbradley@hotmail.com,35.0,2025-03-25,32443.83,Finance,
5562,Sarah Grant,landerson@weber-erickson.info,60.0,2023-08-20,42531.69,,
5563,Joseph Carr,mariaalexander@martinez-horne.com,46.0,2022-05-06,111052.06,,Poor
5564,Sherri Acevedo,stephensonwendy@hotmail.com,43.0,2021-05-13,106676.31,Finance,Poor
5565,Kelly Meyers,kristinsantiago@preston.biz,64.0,2021-11-19,86509.96,HR,Poor
5566,Michelle Schaefer,wrubio@gmail.com,42.0,2020-07-24,117679.4,Finance,Poor
5567,Christina Johnson,sdyer@wang.com,35.0,2023-06-06,67806.05,Sales,Average
5568,Alexa Herrera,hriddle@brown.com,43.0,2023-01-13,108305.86,Sales,
5569,Glenn Rose,rroach@garcia.com,56.0,2021-02-06,88201.44,Finance,Poor
5570,Cory Garcia,hernandezjulie@yahoo.com,26.0,2024-05-28,81968.73,Engineering,
5571,John Williams,unknown,68.0,2020-09-19,67175.53,Sales,Good
5572,Alan Pham,monica95@may.org,55.0,2023-11-24,72757.88,Finance,Average
5573,Kevin Mercer,urodriguez@jones.org,48.0,2023-07-31,107996.23,,Average
5574,Denise Wright,hcoleman@potts-king.com,35.0,2021-03-14,80903.44,HR,Average
5575,John Miller,jasonhines@schultz-hubbard.org,63.0,2022-05-14,63955.45,HR,Good
5576,Stephanie Miller,stacymays@gmail.com,65.0,2021-11-13,106872.98,Finance,Average
5577,Kendra Durham,cjennings@hotmail.com,19.0,2022-02-17,110780.18,Finance,Good
5578,Amber Lara,gwilson@rivera.com,47.0,2022-07-10,72434.93,Finance,
5579,Doris Gonzalez,heidistafford@hotmail.com,55.0,2025-02-01,61845.07,Engineering,
5580,Melissa Deleon,idavis@yahoo.com,51.0,2021-02-18,77590.48,Sales,
5581,Carmen Baker,dawnrodriguez@hotmail.com,41.0,2021-12-17,64358.59,Sales,
5582,Kristine Miller,riggsfrancisco@yahoo.com,52.0,2025-05-08,98215.62,HR,Poor
5583,Dr. Richard Simpson,brianbrady@yahoo.com,62.0,2023-12-10,56016.15,,Poor
5584,Chelsea Mack,ynorman@olson.org,36.0,2023-11-06,36705.4,Sales,Poor
5585,Roy Johnson,pmartinez@pineda.com,61.0,2024-06-08,94161.44,Finance,
5586,Richard Davis,paulchapman@hotmail.com,51.0,2025-06-14,45879.75,,Poor
5587,Bradley Brown,benjaminbaldwin@hotmail.com,65.0,2022-02-11,31361.36,Sales,Average
5588,Edward Miller,justindavis@yahoo.com,64.0,2022-11-28,70461.02,Finance,Poor
5589,Audrey Anderson,josephhall@hotmail.com,20.0,2022-11-07,82451.18,Sales,
5590,Jessica Castaneda,morancourtney@yahoo.com,50.0,2022-11-01,34516.66,,Poor
5591,Erin Wang,rhowe@franco.biz,28.0,2021-02-20,35581.42,,Good
5592,Wendy Jones,andersongregory@hotmail.com,18.0,2021-08-07,86843.84,,Average
5593,Paul Rodriguez,bradleymiller@hotmail.com,51.0,2023-11-09,71334.54,,
5594,John Stevens,adamrobinson@kim-jones.com,64.0,2024-08-02,34257.6,Engineering,Good
5595,Angel Mcmillan,howardharris@yahoo.com,19.0,2022-10-08,59917.3,Sales,
5596,Virginia Morris,john47@russell.org,28.0,2025-01-29,37754.06,Sales,
5597,Chad Sloan,bestkevin@patterson.com,46.0,2024-12-15,39913.17,Finance,Good
5598,Douglas Swanson,whoward@hotmail.com,52.0,2024-06-18,54569.5,Sales,Poor
5599,Steven Mcbride,john27@smith.com,29.0,2025-02-25,42166.88,,
5600,Vanessa Ashley,jmartin@whitehead.com,54.0,2022-09-29,42739.63,Engineering,Poor
5601,Alyssa Wells,nkerr@howard.org,65.0,2024-01-24,74897.41,,
5602,Dawn Collins,dawn43@schaefer-savage.net,59.0,2023-10-10,49122.59,HR,Average
5603,Melissa Kaiser,camposdaisy@todd-dixon.com,58.0,2022-12-16,118318.88,HR,Poor
5604,Jeffrey Clark,taraingram@clark.com,43.0,2021-04-25,,Sales,
5605,Susan Walker,amanda86@hotmail.com,70.0,2021-02-28,101387.99,HR,Poor
5606,Alexis Lopez,christopher73@yahoo.com,27.0,2022-03-04,30890.78,Finance,
5607,Dillon Mcdonald,timothyramirez@hill-bennett.biz,44.0,2021-11-20,115505.99,Sales,
5608,,khodge@yahoo.com,67.0,2024-02-28,79056.51,,
5609,Dominique Vega,adkinsjoshua@sanchez-hughes.net,69.0,2022-04-09,59377.56,Sales,
5610,Ashley Irwin,wendy50@conner.net,37.0,2025-02-09,65029.29,Engineering,Poor
5611,Nancy Thomas,yturner@cooper.com,40.0,2025-02-24,37160.29,Finance,
5612,Ian Rogers,zfloyd@hotmail.com,46.0,2022-03-22,97225.37,Sales,Poor
5613,Christian Ramirez,hoopersergio@hotmail.com,61.0,2024-11-21,119874.02,Finance,
